0.000000000000000000e+00,3.207174140966295717e+00,3.588506925541179449e-01,1.332709931174248297e+00,1.000000000000000000e+00
1.000000000000000000e+00,2.791325862130956015e+00,3.520552581770458600e-01,1.322378051044970970e+00,1.000000000000000000e+00
2.000000000000000000e+00,2.605270196827526696e+00,5.772907464073278039e-01,1.316971453109523571e+00,1.000000000000000000e+00
3.000000000000000000e+00,2.589902085456619041e+00,1.135630006019849203e+00,1.302846095311719798e+00,1.000000000000000000e+00
4.000000000000000000e+00,2.763241456824824471e+00,1.372836870341179960e+00,1.303952578086025049e+00,1.000000000000000000e+00
5.000000000000000000e+00,3.181464987923390275e+00,1.385111388829371126e+00,1.320329495289538135e+00,1.000000000000000000e+00
6.000000000000000000e+00,2.328453258505822188e+00,8.494102211877696540e-01,1.309019726107270909e+00,1.000000000000000000e+00
7.000000000000000000e+00,1.812781086701237721e+00,8.469494751778146036e-01,1.309928225583235628e+00,1.000000000000000000e+00
8.000000000000000000e+00,1.573533774480051273e+00,1.221344784917264004e-01,1.317708486577259919e+00,1.000000000000000000e+00
9.000000000000000000e+00,1.569270136283612116e+00,4.839167493623278693e-01,1.312992873705438379e+00,1.000000000000000000e+00
1.000000000000000000e+01,1.543148556908330526e+00,1.209095915087971873e+00,1.306228210025889735e+00,1.000000000000000000e+00
1.100000000000000000e+01,1.532242099654010703e+00,1.573963828246092822e+00,1.304316933611950891e+00,1.000000000000000000e+00
1.200000000000000000e+01,1.294883997016649690e+00,8.441589966632331299e-01,1.314486529867495035e+00,1.000000000000000000e+00
1.300000000000000000e+01,7.733924099416629172e-01,8.465170329513592717e-01,1.312549515648398391e+00,1.000000000000000000e+00
1.400000000000000000e+01,-8.380905891290729715e-02,2.948449572523216267e-01,1.331435607771761065e+00,1.000000000000000000e+00
1.500000000000000000e+01,3.320790009306821555e-01,3.150773676371539933e-01,1.316756939002139415e+00,1.000000000000000000e+00
1.600000000000000000e+01,5.124485925497941352e-01,5.629300051510218728e-01,1.312895849980483920e+00,1.000000000000000000e+00
1.700000000000000000e+01,4.913776604461678188e-01,1.125615715837599673e+00,1.316246323053108069e+00,1.000000000000000000e+00
1.800000000000000000e+01,3.002349138200008372e-01,1.359900634247915852e+00,1.319795387353508209e+00,1.000000000000000000e+00
1.900000000000000000e+01,-1.116709049624013544e-01,1.341312385516888472e+00,1.322384502948687590e+00,1.000000000000000000e+00
